33.5560775389	-112.307197023	33.5633428272	-112.297788727	0.704301736075	6	3.22033668686	2.77966331314	0.463277218856
33.5452692559	-112.044942248	33.5525345441	-112.035533952	0.704389848496	58	85.504525043	27.504525043	0.474215949017
33.3018965559	-111.948662048	33.3091618441	-111.939253752	0.70636725435	62	21.9932663634	40.0067336366	0.645269897365
33.5318015559	-111.923135248	33.5390668441	-111.913726952	0.704499606219	33	56.2323996322	23.2323996322	0.704012110067
33.6326640559	-111.881680448	33.6399293441	-111.872272152	0.703676661608	38	39.8395035859	1.83950358593	0.0484079891035
33.4895466559	-111.936797248	33.4968119441	-111.927388952	0.70484371833	626	542.549113033	83.4508869673	0.133308126146
33.3155793559	-111.972565148	33.3228446441	-111.963156852	0.706256419239	117	40.6354146667	76.3645853333	0.652688763533
33.6497043559	-112.239566148	33.6569696441	-112.230157852	0.70353741314	37	9.28613243217	27.7138675678	0.749023447779
33.4855363559	-112.078616148	33.4928016441	-112.069207852	0.704876357179	162	140.124340364	21.8756596363	0.135034936027
33.4167113059	-111.947721848	33.4239765941	-111.938313552	0.705435969076	361	366.709959794	5.70995979423	0.0158170631419
33.4757510059	-111.861960748	33.4830162941	-111.852552452	0.70495598325	14	11.0962259162	2.90377408382	0.207412434559
33.4044949559	-111.794211548	33.4117602441	-111.784803252	0.705535193054	23	11.8502350727	11.1497649273	0.484772388146
33.5007123559	-112.084213598	33.5079776441	-112.074805302	0.704752825244	112	99.4303975214	12.5696024786	0.112228593559
33.4190953559	-111.956198148	33.4263606441	-111.946789852	0.705416601538	235	209.218832358	25.7811676421	0.109707096349
33.6997357559	-112.296525248	33.7070010441	-112.287116952	0.703128211288	3	0.797608431752	2.20239156825	0.734130522749
33.3741056559	-112.119212248	33.3813709441	-112.109803952	0.70578188273	4	4.01227227197	0.012272271967	0.00306806799174
33.5355954059	-111.940097698	33.5428606941	-111.930689402	0.704468691415	17	64.5362897135	47.5362897135	2.79625233609
33.4455673559	-112.074304148	33.4528326441	-112.064895852	0.705201466329	1105	578.288173533	526.711826467	0.476662286395
33.4713287559	-112.070088148	33.4785940441	-112.060679852	0.704991961563	178	111.99260746	66.0073925397	0.370828047976
33.3816606193	-112.083921398	33.3889259076	-112.074513102	0.705720572729	3	2.22668788516	0.773312114836	0.257770704945
33.6354289559	-112.184174148	33.6426942441	-112.174765852	0.703654071864	56	36.0375957119	19.9624042881	0.356471505145
33.3946562559	-111.792810048	33.4019215441	-111.783401752	0.7056150819	30	14.7300877861	15.2699122139	0.508997073797
