3.775935036060587890e+01	-1.224279244798941022e+02
3.777157742187173284e+01	-1.224043210184282771e+02
3.778008684004655038e+01	-1.224101258599534958e+02
3.778489681845480419e+01	-1.224180519488451750e+02
3.778216479668188299e+01	-1.223894235200181697e+02
3.778400019755595451e+01	-1.224049787024440548e+02
3.778542475103224518e+01	-1.224069202902677489e+02
3.774800000732959404e+01	-1.223872968196703823e+02
3.777663129370538542e+01	-1.224232313753946073e+02
3.778564380572563408e+01	-1.223993197702743601e+02
3.777729885555915246e+01	-1.224225638135408758e+02
3.780440033411154843e+01	-1.224219296956884477e+02
3.777687514450359174e+01	-1.224071228054964422e+02
3.778324864540871886e+01	-1.223957320545912921e+02
3.781629308313473814e+01	-1.224818731668652276e+02
3.776881628894431486e+01	-1.224678959789556529e+02
3.777225668717156992e+01	-1.224061975507284501e+02
3.776803764474603042e+01	-1.224078607955539155e+02
3.778655635538103752e+01	-1.224310825112189036e+02
3.777246389033475538e+01	-1.223992264763652997e+02
3.778026216666331294e+01	-1.224200456117367821e+02
3.781946371233666326e+01	-1.224787025376633096e+02
3.778940246496530619e+01	-1.223864305184347359e+02
3.778197119190006958e+01	-1.224082415080999340e+02
3.776728747123084418e+01	-1.223933187817691532e+02
3.778243288473690598e+01	-1.224077798152630976e+02
3.776518047385916788e+01	-1.223859104261408106e+02
3.778790199594460830e+01	-1.223920455040554316e+02
3.778706507160788419e+01	-1.223993496449921849e+02
3.778444447384416094e+01	-1.224039815601558416e+02
3.776086045121621737e+01	-1.223984005653837812e+02
3.778967877599235692e+01	-1.224055656862076376e+02
3.778238684241309642e+01	-1.224078258575868858e+02
3.777312180090488170e+01	-1.224027766393951424e+02
3.778473253319700120e+01	-1.224089626502030228e+02
3.775941637351623825e+01	-1.224326144931837916e+02
3.777706489237287002e+01	-1.224225891909271127e+02
3.775542502701564729e+01	-1.224199617569843781e+02
3.778409837074518407e+01	-1.224082466705547745e+02
3.779313518291610308e+01	-1.223962333065838948e+02
3.780748768258590786e+01	-1.224086739735141123e+02
3.780035339863039923e+01	-1.224040813180695864e+02
3.776075649556032943e+01	-1.224215259586396769e+02
3.778633449357305807e+01	-1.224039774564269578e+02
3.777803174595374713e+01	-1.224169075970462472e+02
3.781401652397972413e+01	-1.223627126000000089e+02
3.779243137122985274e+01	-1.223986338620701417e+02
3.778573354347241064e+01	-1.224119454665275839e+02
3.780323322360749927e+01	-1.224229246856924647e+02
3.779679435719633318e+01	-1.223966477179036474e+02
3.777824721195508317e+01	-1.224215777547449306e+02
3.777797792453757353e+01	-1.223931888824624252e+02
3.778032685217054620e+01	-1.223912725494294591e+02
3.774175308526406525e+01	-1.224228121980358992e+02
3.778262699602845487e+01	-1.223959678015715440e+02
3.778397235179527769e+01	-1.223946224458047141e+02
3.775796885404339776e+01	-1.224126618792566319e+02
3.778167005349666852e+01	-1.223933338047033317e+02
3.779000991023038836e+01	-1.223963466897696435e+02
3.779811068929263485e+01	-1.224308656007074205e+02
3.776799791451561816e+01	-1.223932846858843391e+02
3.775394293138838009e+01	-1.224292712916116557e+02
3.779200376835776609e+01	-1.224122207983422186e+02
3.778255133248845965e+01	-1.224025585029115746e+02
3.778355819053206233e+01	-1.223963280904679323e+02
3.780166832373627983e+01	-1.224245700760637305e+02
3.776230778042913272e+01	-1.224247273549709121e+02
3.777262135939594856e+01	-1.224340759572040724e+02
3.781029084626349857e+01	-1.224249673905364943e+02
3.778207059113538691e+01	-1.224099276788646193e+02
3.777891478069835784e+01	-1.223981315702015991e+02
3.775983741853584519e+01	-1.224255659990641334e+02
3.782001843714530764e+01	-1.223730798598547267e+02
3.778001504318859816e+01	-1.223923108244114246e+02
3.778613584666810965e+01	-1.224076719595319105e+02
3.780353195241423947e+01	-1.224386494672857566e+02
3.778903422542612844e+01	-1.224081943437739142e+02
3.778630337342372769e+01	-1.224289759512763567e+02
